CGPA_Class,Gender,V1-1_(1),Time_Day_Watched_(V1-1),Student_Rating_(V1-1),V1-2_(1),Time_Day_Watched_(V1-2),Student_Rating_(V1-2),V1-3_(1),Time_Day_Watched_(V1-3),Student_Rating_(V1-3),V1-4_(1),Time_Day_Watched_(V1-4),Student_Rating_(V1-4),Overall_Rating_V1,Watch_Status_V1,V1_PercentWatched,V2-1_(2),Time_Day_Watched_(V2-1),Student_Rating_(V2-1),V2-2_(2),Time_Day_Watched_(V2-2),Student_Rating_(V2-2),V2-3_(2),Time_Day_Watched_(V2-3),Student_Rating_(V2-3),V2-4_(2),Time_Day_Watched_(V2-4),Student_Rating_(V2-4),Overall_Rating_V2,Watch_Status_V2,V2_PercentWatched,V3-1_(3),Time_Day_Watched_(V3-1),Student_Rating_(V3-1),V3-2_(3),Time_Day_Watched_(V3-2),Student_Rating_(V3-2),V3-3_(3),Time_Day_Watched_(V3-3),Student_Rating_(V3-3),V3-4_(3),Time_Day_Watched_(V3-4),Student_Rating_(V3-4),Overall_Rating_V3,Watch_Status_V3,V3_PercentWatched,A/R_Score,Active,Reflective,S/I_Score,Sensing,Intuitive,Vi/Vb_Score,Visual,Verbal,S/G_Score,Sequential,Global,Quiz,part_day_V1-1,part_day_V1-2,part_day_V1-3,part_day_V1-4,part_day_V2-1,part_day_V2-2,part_day_V2-3,part_day_V2-4,part_day_V3-1,part_day_V3-2,part_day_V3-3,part_day_V3-4
3.67 - 4.00,Male,7,2021-01-29 13:11:00,Excellent,50.0,2021-01-29 14:02:00,Satisfactory,22.0,2021-01-29 13:43:00,Very Good,5,2021-01-29 13:26:00,Very Good,Very Good,Rewatched,101.2048193,13,2021-01-29 13:55:00,Satisfactory,35.0,2021-01-30 12:49:00,Satisfactory,12.0,2021-01-30 14:18:00,Very Good,7.0,2021-01-30 14:32:00,Very Good,Very Good,Completed,100.0,9.0,2021-01-30 15:23:00,Excellent,4.0,2021-01-30 15:06:00,Excellent,13.0,2021-01-29 13:58:00,Fair,5.0,2021-01-30 15:11:00,Satisfactory,Very Good,Completed,100.0,1,1,0,5,1,0,1,1,0,5,0,1,8,afternoon,afternoon,afternoon,afternoon,afternoon,morning,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
3.67 - 4.00,Male,6,2021-01-28 18:23:00,Satisfactory,50.0,2021-01-28 19:08:00,Fair,22.0,2021-01-28 18:38:00,Very Good,5,2021-01-28 18:21:00,Satisfactory,Satisfactory,Completed,100.0,13,2021-01-28 18:42:00,Satisfactory,35.0,2021-01-28 19:24:00,Fair,12.0,2021-01-28 18:29:00,Very Good,7.0,2021-01-28 18:25:00,Satisfactory,Satisfactory,Completed,100.0,12.0,2021-01-28 19:42:00,Satisfactory,4.0,2021-01-28 18:36:00,Satisfactory,13.0,2021-01-28 18:37:00,Satisfactory,5.0,2021-01-28 18:29:00,Satisfactory,Satisfactory,Rewatched,109.6774194,7,0,1,3,1,0,3,0,1,1,0,1,8,afternoon,night,afternoon,afternoon,afternoon,night,afternoon,afternoon,night,afternoon,afternoon,afternoon
2.67 - 3.32,Male,6,2021-02-03 01:11:00,Excellent,55.0,2021-02-03 02:13:00,Excellent,22.0,2021-02-03 02:36:00,Excellent,5,2021-02-03 02:42:00,Excellent,Excellent,Rewatched,106.0240964,13,2021-02-03 03:02:00,Excellent,35.0,2021-02-03 16:53:00,Excellent,12.0,2021-02-03 17:07:00,Excellent,7.0,2021-02-03 03:10:00,Excellent,Excellent,Completed,100.0,9.0,2021-02-04 00:01:00,Excellent,4.0,2021-02-03 23:30:00,Excellent,13.0,2021-02-03 18:57:00,Excellent,5.0,2021-02-03 19:07:00,Excellent,Excellent,Completed,100.0,3,0,1,1,0,1,7,1,0,1,1,0,9,midnight,midnight,midnight,midnight,midnight,afternoon,afternoon,midnight,midnight,night,afternoon,night
2.67 - 3.32,Female,6,2021-02-02 15:31:00,Very Good,50.0,2021-01-30 20:31:00,Satisfactory,22.0,2021-01-30 20:58:00,Satisfactory,5,2021-01-31 12:28:00,Fair,Satisfactory,Completed,100.0,13,2021-01-31 12:46:00,Satisfactory,35.0,2021-01-31 13:27:00,Satisfactory,12.0,2021-02-02 16:09:00,Satisfactory,7.0,2021-01-31 13:45:00,Fair,Satisfactory,Completed,100.0,9.0,2021-02-04 14:11:00,Very Good,4.0,2021-01-31 14:25:00,Satisfactory,13.0,2021-01-31 14:39:00,Satisfactory,5.0,2021-01-31 14:45:00,Satisfactory,Satisfactory,Completed,100.0,1,1,0,5,0,1,5,1,0,1,1,0,6,afternoon,night,night,morning,morning,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
2.67 - 3.32,Female,6,2021-01-29 14:07:00,Satisfactory,60.0,2021-01-29 16:39:00,Satisfactory,36.0,2021-01-29 14:58:00,Satisfactory,5,2021-01-29 15:11:00,Satisfactory,Satisfactory,Rewatched,128.9156627,23,2021-01-29 18:55:00,Satisfactory,60.0,2021-01-29 18:12:00,Satisfactory,12.0,2021-01-29 18:08:00,Satisfactory,7.0,2021-01-29 18:20:00,Satisfactory,Satisfactory,Rewatched,152.238806,11.0,2021-01-30 13:46:00,Satisfactory,4.0,2021-01-30 13:51:00,Very Good,13.0,2021-01-29 22:38:00,Satisfactory,5.0,2021-01-30 13:58:00,Satisfactory,Satisfactory,Rewatched,106.4516129,1,1,0,3,0,1,5,1,0,1,1,0,3,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,night,afternoon
2.67 - 3.32,Male,6,2021-02-02 20:34:00,Satisfactory,30.0,2021-02-02 21:14:00,Satisfactory,22.0,2021-02-02 20:41:00,Satisfactory,5,2021-02-02 20:24:00,Satisfactory,Satisfactory,Half Watched,75.90361446,13,2021-02-02 20:43:00,Satisfactory,35.0,2021-02-02 21:09:00,Satisfactory,12.0,2021-02-02 20:32:00,Satisfactory,7.0,2021-02-02 20:27:00,Satisfactory,Satisfactory,Completed,100.0,9.0,2021-02-02 20:50:00,Satisfactory,4.0,2021-02-02 20:38:00,Satisfactory,13.0,2021-02-02 20:46:00,Satisfactory,5.0,2021-02-02 20:38:00,Satisfactory,Satisfactory,Completed,100.0,1,1,0,1,1,0,5,1,0,5,1,0,7,night,night,night,night,night,night,night,night,night,night,night,night
2.67 - 3.32,Male,6,2021-02-04 12:58:00,Excellent,2.0,2021-02-04 13:30:00,Satisfactory,22.0,2021-02-04 13:48:00,Very Good,6,2021-02-04 13:35:00,Satisfactory,Very Good,Didnt Watch,43.37349398,13,2021-02-04 13:41:00,Satisfactory,21.0,2021-02-04 13:46:00,Satisfactory,12.0,2021-02-04 11:03:00,Very Good,8.0,2021-02-04 13:41:00,Very Good,Very Good,Half Watched,62.68656716,12.0,2021-02-04 14:07:00,Excellent,5.0,2021-02-04 14:09:00,Satisfactory,13.0,2021-02-02 11:16:00,Very Good,5.0,2021-02-04 14:09:00,Satisfactory,Very Good,Half Watched,70.96774194,1,0,1,1,1,0,9,1,0,5,0,1,6,morning,afternoon,afternoon,afternoon,afternoon,afternoon,morning,afternoon,afternoon,afternoon,morning,afternoon
3.67 - 4.00,Female,7,2021-01-31 18:13:00,Very Good,50.0,2021-02-01 12:31:00,Excellent,22.0,2021-02-01 12:55:00,Very Good,5,2021-02-01 13:02:00,Satisfactory,Very Good,Rewatched,101.2048193,13,2021-02-01 17:26:00,Very Good,35.0,2021-02-01 18:58:00,Excellent,12.0,2021-02-01 21:50:00,Very Good,7.0,2021-02-01 19:07:00,Satisfactory,Very Good,Completed,100.0,14.0,2021-02-02 00:49:00,Excellent,4.0,2021-02-02 01:01:00,Very Good,13.0,2021-02-02 01:15:00,Very Good,5.0,2021-02-02 01:25:00,Very Good,Very Good,Rewatched,116.1290323,11,0,1,5,1,0,9,1,0,3,1,0,9,afternoon,morning,morning,afternoon,afternoon,afternoon,night,night,midnight,midnight,midnight,midnight
2.00 - 2.66,Male,6,2021-02-01 16:47:00,Very Good,20.0,2021-02-01 17:41:00,Very Good,22.0,2021-02-01 18:04:00,Satisfactory,5,2021-02-01 22:05:00,Very Good,Very Good,Half Watched,63.85542169,13,2021-02-01 22:29:00,Very Good,35.0,2021-02-01 23:29:00,Very Good,12.0,2021-02-01 23:41:00,Satisfactory,7.0,2021-02-02 11:21:00,Satisfactory,Very Good,Completed,100.0,9.0,2021-02-02 12:35:00,Very Good,4.0,2021-02-02 12:48:00,Very Good,13.0,2021-02-02 13:09:00,Satisfactory,5.0,2021-02-02 13:16:00,Satisfactory,Very Good,Completed,100.0,1,0,1,5,1,0,9,1,0,5,1,0,8,afternoon,afternoon,afternoon,night,night,night,night,morning,morning,morning,afternoon,afternoon
3.33 - 3.66,Male,6,2021-02-03 06:11:00,Excellent,50.0,2021-02-01 03:53:00,Excellent,25.0,2021-02-01 20:10:00,Excellent,5,2021-02-01 20:26:00,Excellent,Excellent,Rewatched,103.6144578,13,2021-02-01 20:44:00,Satisfactory,39.0,2021-02-01 19:07:00,Excellent,15.0,2021-02-02 04:59:00,Excellent,7.0,2021-02-01 21:22:00,Excellent,Very Good,Rewatched,110.4477612,14.0,2021-02-02 05:18:00,Excellent,4.0,2021-02-02 00:17:00,Excellent,13.0,2021-02-02 03:11:00,Excellent,5.0,2021-02-02 02:57:00,Excellent,Excellent,Rewatched,116.1290323,1,0,1,3,0,1,7,1,0,5,0,1,8,midnight,midnight,night,night,night,night,midnight,night,midnight,midnight,midnight,midnight
2.67 - 3.32,Male,6,2021-02-01 12:53:00,Excellent,50.0,2021-02-01 13:43:00,Excellent,22.0,2021-01-31 20:49:00,Excellent,5,2021-01-31 23:45:00,Excellent,Excellent,Completed,100.0,13,2021-02-01 20:36:00,Excellent,35.0,2021-02-01 21:16:00,Excellent,12.0,2021-02-01 20:14:00,Excellent,7.0,2021-02-01 20:21:00,Excellent,Excellent,Completed,100.0,9.0,2021-02-02 20:12:00,Excellent,4.0,2021-02-01 21:46:00,Excellent,13.0,2021-02-01 21:32:00,Excellent,6.0,2021-02-01 21:41:00,Satisfactory,Very Good,Rewatched,103.2258065,5,0,1,1,1,0,11,1,0,3,0,1,9,morning,afternoon,night,night,night,night,night,night,night,night,night,night
2.67 - 3.32,Male,7,2021-02-03 11:12:00,Excellent,50.0,2021-02-03 13:23:00,Fair,22.0,2021-02-03 12:59:00,Excellent,5,2021-02-03 12:43:00,Excellent,Very Good,Rewatched,101.2048193,13,2021-02-03 22:01:00,Excellent,35.0,2021-02-03 22:53:00,Satisfactory,12.0,2021-02-03 13:04:00,Excellent,7.0,2021-02-03 12:46:00,Excellent,Very Good,Completed,100.0,10.0,2021-02-03 22:25:00,Excellent,8.0,2021-02-03 21:22:00,Excellent,13.0,2021-02-03 12:55:00,Excellent,5.0,2021-02-03 12:47:00,Excellent,Excellent,Rewatched,116.1290323,1,1,0,3,0,1,9,1,0,3,0,1,9,morning,afternoon,morning,morning,night,night,afternoon,morning,night,night,morning,morning
3.33 - 3.66,Male,10,2021-02-02 17:01:00,Very Good,50.0,2021-01-28 22:13:00,Satisfactory,22.0,2021-02-02 17:34:00,Excellent,5,2021-02-02 17:40:00,Excellent,Very Good,Didnt Watch,44.57831325,16,2021-02-02 22:23:00,Very Good,35.0,2021-01-28 22:36:00,Poor (never watch it),16.0,2021-02-02 22:46:00,Excellent,7.0,2021-02-02 22:59:00,Excellent,Very Good,Half Watched,58.20895522,12.0,2021-02-03 11:59:00,Excellent,4.0,2021-02-03 12:06:00,Very Good,13.0,2021-02-03 12:20:00,Excellent,5.0,2021-02-03 12:26:00,Very Good,Very Good,Rewatched,109.6774194,5,1,0,9,1,0,11,1,0,3,0,1,10,afternoon,night,afternoon,afternoon,night,night,night,night,morning,morning,morning,morning
2.67 - 3.32,Male,7,2021-02-02 15:35:00,Very Good,50.0,2021-01-31 08:38:00,Fair,25.0,2021-02-01 16:52:00,Very Good,5,2021-01-30 17:11:00,Very Good,Very Good,Rewatched,104.8192771,23,2021-02-01 19:05:00,Very Good,35.0,2021-01-31 10:36:00,Very Good,17.0,2021-02-01 17:52:00,Very Good,13.0,2021-02-01 17:13:00,Very Good,Very Good,Rewatched,131.3432836,13.0,2021-02-02 17:05:00,Very Good,9.0,2021-02-01 19:36:00,Very Good,20.0,2021-02-02 17:24:00,Very Good,5.0,2021-01-30 18:32:00,Excellent,Very Good,Rewatched,151.6129032,11,0,1,5,0,1,9,0,1,5,0,1,10,afternoon,morning,afternoon,afternoon,night,morning,afternoon,afternoon,afternoon,night,afternoon,afternoon
2.67 - 3.32,Male,7,2021-02-03 14:38:00,Excellent,50.0,2021-01-28 22:13:00,Excellent,22.0,2021-01-28 22:14:00,Very Good,5,2021-02-03 15:02:00,Excellent,Excellent,Didnt Watch,14.45783133,15,2021-02-03 23:20:00,Excellent,39.0,2021-02-03 23:21:00,Excellent,12.0,2021-02-03 23:26:00,Very Good,7.0,2021-02-03 23:12:00,Excellent,Excellent,Rewatched,108.9552239,10.0,2021-02-03 23:13:00,Excellent,4.0,2021-02-03 15:47:00,Excellent,13.0,2021-02-03 23:33:00,Excellent,5.0,2021-02-03 23:19:00,Excellent,Excellent,Rewatched,103.2258065,1,0,1,5,1,0,9,1,0,1,1,0,6,afternoon,night,night,afternoon,night,night,night,night,night,afternoon,night,night
3.67 - 4.00,Female,6,2021-02-03 21:35:00,Very Good,50.0,2021-02-08 01:59:00,Excellent,22.0,2021-02-03 12:29:00,Excellent,5,2021-02-03 12:57:00,Very Good,Very Good,Completed,100.0,16,2021-02-08 03:40:00,Very Good,35.0,2021-02-03 21:23:00,Very Good,12.0,2021-02-03 12:42:00,Excellent,7.0,2021-02-03 12:51:00,Very Good,Very Good,Rewatched,104.4776119,10.0,2021-02-08 07:55:00,Satisfactory,5.0,2021-02-03 21:25:00,Very Good,13.0,2021-02-03 14:00:00,Excellent,5.0,2021-02-08 07:02:00,Very Good,Very Good,Rewatched,106.4516129,3,0,1,9,1,0,3,1,0,3,0,1,9,night,midnight,morning,morning,midnight,night,morning,morning,morning,night,afternoon,morning
3.67 - 4.00,Male,8,2021-02-08 02:23:00,Very Good,50.0,2021-02-01 14:05:00,Satisfactory,29.0,2021-02-01 13:11:00,Fair,5,2021-01-30 20:50:00,Fair,Satisfactory,Rewatched,110.8433735,16,2021-02-02 18:09:00,Very Good,35.0,2021-02-02 19:28:00,Satisfactory,17.0,2021-02-02 18:38:00,Satisfactory,7.0,2021-02-02 18:46:00,Excellent,Very Good,Rewatched,111.9402985,11.0,2021-02-03 13:08:00,Very Good,5.0,2021-02-03 20:33:00,Excellent,15.0,2021-02-08 12:22:00,Very Good,5.0,2021-02-03 13:18:00,Satisfactory,Very Good,Rewatched,116.1290323,5,0,1,5,1,0,1,1,0,1,0,1,10,midnight,afternoon,afternoon,night,afternoon,night,afternoon,afternoon,afternoon,night,morning,afternoon
2.67 - 3.32,Male,6,2021-02-02 11:36:00,Excellent,50.0,2021-01-29 12:07:00,Excellent,22.0,2021-01-29 12:31:00,Excellent,5,2021-01-29 12:14:00,Excellent,Excellent,Completed,100.0,13,2021-02-03 21:51:00,Excellent,35.0,2021-01-29 11:45:00,Excellent,12.0,2021-02-03 21:49:00,Excellent,6.0,2021-01-29 12:53:00,Excellent,Excellent,Half Watched,98.50746269,10.0,2021-02-02 00:50:00,Excellent,5.0,2021-02-03 01:33:00,Excellent,13.0,2021-01-30 12:27:00,Excellent,5.0,2021-01-29 12:59:00,Excellent,Excellent,Rewatched,106.4516129,1,1,0,1,0,1,3,1,0,1,0,1,6,morning,morning,morning,morning,night,morning,night,morning,midnight,midnight,morning,morning
2.67 - 3.32,Male,7,2021-02-02 22:19:00,Excellent,50.0,2021-02-03 03:19:00,Very Good,22.0,2021-02-03 02:16:00,Satisfactory,5,2021-02-03 02:26:00,Very Good,Very Good,Rewatched,101.2048193,13,2021-02-03 02:44:00,Very Good,35.0,2021-02-03 03:07:00,Very Good,12.0,2021-02-03 02:46:00,Satisfactory,7.0,2021-02-02 22:28:00,Very Good,Very Good,Completed,100.0,11.0,2021-02-06 12:27:00,Excellent,4.0,2021-02-03 02:51:00,Very Good,13.0,2021-02-03 03:00:00,Very Good,5.0,2021-02-03 02:58:00,Very Good,Very Good,Rewatched,106.4516129,1,1,0,3,1,0,3,0,1,3,1,0,8,night,midnight,midnight,midnight,midnight,midnight,midnight,night,morning,midnight,midnight,midnight
3.67 - 4.00,Male,6,2021-02-02 01:35:00,Excellent,50.0,2021-01-31 15:48:00,Very Good,22.0,2021-01-31 13:15:00,Fair,5,2021-02-02 01:38:00,Fair,Satisfactory,Completed,100.0,17,2021-02-02 20:27:00,Satisfactory,35.0,2021-02-02 16:46:00,Very Good,15.0,2021-02-02 19:55:00,Fair,8.0,2021-02-02 19:53:00,Excellent,Very Good,Rewatched,111.9402985,9.0,2021-02-04 13:29:00,Excellent,8.0,2021-02-04 13:30:00,Excellent,13.0,2021-02-05 00:16:00,Satisfactory,5.0,2021-02-04 21:32:00,Excellent,Very Good,Rewatched,112.9032258,1,0,1,7,1,0,7,1,0,1,0,1,10,midnight,afternoon,afternoon,midnight,night,afternoon,night,night,afternoon,afternoon,midnight,night
3.33 - 3.66,Male,13,2021-02-02 23:59:00,Very Good,50.0,2021-02-01 21:17:00,Satisfactory,43.0,2021-02-01 23:42:00,Excellent,5,2021-02-01 22:22:00,Very Good,Very Good,Rewatched,133.7349398,16,2021-02-02 00:15:00,Fair,39.0,2021-02-03 00:20:00,Fair,23.0,2021-02-01 23:24:00,Excellent,7.0,2021-02-01 21:57:00,Very Good,Satisfactory,Rewatched,126.8656716,13.0,2021-02-03 15:48:00,Very Good,4.0,2021-02-03 15:48:00,Very Good,13.0,2021-02-01 22:58:00,Very Good,8.0,2021-02-03 00:18:00,Very Good,Very Good,Rewatched,122.5806452,9,1,0,1,0,1,1,1,0,1,1,0,9,night,night,night,night,midnight,midnight,night,night,afternoon,afternoon,night,midnight
3.67 - 4.00,Male,6,2021-02-03 03:00:00,Satisfactory,50.0,2021-02-03 03:52:00,Very Good,22.0,2021-02-03 04:16:00,Very Good,5,2021-02-03 04:22:00,Fair,Satisfactory,Completed,100.0,15,2021-02-03 15:38:00,Excellent,35.0,2021-02-03 16:19:00,Satisfactory,13.0,2021-02-03 04:39:00,Excellent,7.0,2021-02-03 04:53:00,Fair,Very Good,Rewatched,104.4776119,9.0,2021-02-03 17:43:00,Satisfactory,5.0,2021-02-06 15:41:00,Excellent,13.0,2021-02-06 15:42:00,Very Good,5.0,2021-02-03 05:01:00,Very Good,Very Good,Rewatched,103.2258065,1,1,0,7,1,0,7,1,0,1,1,0,10,midnight,midnight,midnight,midnight,afternoon,afternoon,midnight,midnight,afternoon,afternoon,afternoon,midnight
2.67 - 3.32,Male,7,2021-01-29 09:06:00,Excellent,50.0,2021-02-02 17:00:00,Excellent,22.0,2021-01-29 12:51:00,Excellent,5,2021-02-01 22:10:00,Excellent,Excellent,Rewatched,101.2048193,15,2021-02-01 22:31:00,Excellent,35.0,2021-02-01 23:37:00,Very Good,13.0,2021-02-01 22:47:00,Excellent,7.0,2021-02-01 22:56:00,Excellent,Excellent,Rewatched,104.4776119,10.0,2021-02-02 15:48:00,Excellent,7.0,2021-02-02 00:41:00,Excellent,15.0,2021-02-02 16:04:00,Excellent,6.0,2021-02-02 00:51:00,Excellent,Excellent,Rewatched,122.5806452,3,1,0,7,1,0,7,1,0,5,1,0,10,morning,afternoon,morning,night,night,night,night,night,afternoon,midnight,afternoon,midnight
2.67 - 3.32,Male,6,2021-01-31 23:11:00,Satisfactory,50.0,2021-02-01 00:04:00,Very Good,22.0,2021-01-31 22:52:00,Satisfactory,5,2021-01-31 22:59:00,Satisfactory,Satisfactory,Completed,100.0,13,2021-02-01 00:37:00,Very Good,35.0,2021-02-01 00:05:00,Very Good,12.0,2021-02-01 00:17:00,Satisfactory,7.0,2021-02-01 00:14:00,Very Good,Very Good,Completed,100.0,9.0,2021-02-01 01:02:00,Very Good,4.0,2021-02-01 00:50:00,Very Good,13.0,2021-02-01 00:32:00,Excellent,5.0,2021-02-01 00:56:00,Very Good,Very Good,Completed,100.0,1,0,1,3,0,1,7,1,0,1,0,1,4,night,midnight,night,night,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight
2.67 - 3.32,Male,6,2021-02-01 23:40:00,Excellent,50.0,2021-02-02 00:18:00,Excellent,22.0,2021-02-01 23:43:00,Excellent,5,2021-02-01 23:22:00,Excellent,Excellent,Completed,100.0,13,2021-02-02 01:19:00,Excellent,35.0,2021-02-02 01:39:00,Excellent,12.0,2021-02-02 00:48:00,Excellent,7.0,2021-02-02 00:43:00,Excellent,Excellent,Completed,100.0,10.0,2021-02-02 23:21:00,Excellent,4.0,2021-02-02 23:10:00,Excellent,13.0,2021-02-02 23:15:00,Excellent,5.0,2021-02-02 23:07:00,Excellent,Excellent,Rewatched,103.2258065,3,1,0,3,0,1,7,1,0,3,1,0,8,night,midnight,night,night,midnight,midnight,midnight,midnight,night,night,night,night
3.67 - 4.00,Male,6,2021-02-03 21:58:00,Excellent,55.0,2021-02-03 21:41:00,Very Good,22.0,2021-02-03 03:48:00,Very Good,5,2021-02-03 03:21:00,Excellent,Very Good,Rewatched,106.0240964,13,2021-02-03 22:37:00,Very Good,39.0,2021-02-03 21:23:00,Very Good,12.0,2021-02-03 03:22:00,Very Good,7.0,2021-02-03 03:17:00,Very Good,Very Good,Rewatched,105.9701493,9.0,2021-02-03 21:55:00,Excellent,4.0,2021-02-03 03:11:00,Excellent,13.0,2021-02-03 03:35:00,Very Good,5.0,2021-02-03 03:12:00,Excellent,Excellent,Completed,100.0,5,1,0,3,1,0,3,0,1,3,1,0,8,night,night,midnight,midnight,night,night,midnight,midnight,night,midnight,midnight,midnight
2.67 - 3.32,Male,7,2021-02-03 21:24:00,Satisfactory,50.0,2021-02-03 13:10:00,Excellent,22.0,2021-02-03 15:35:00,Excellent,5,2021-02-03 22:15:00,Satisfactory,Very Good,Rewatched,101.2048193,13,2021-02-03 15:54:00,Fair,35.0,2021-02-03 15:11:00,Excellent,12.0,2021-02-03 16:06:00,Satisfactory,10.0,2021-02-03 22:25:00,Satisfactory,Satisfactory,Rewatched,104.4776119,10.0,2021-02-03 22:46:00,Poor (never watch it),4.0,2021-02-03 22:53:00,Satisfactory,13.0,2021-02-03 23:00:00,Satisfactory,5.0,2021-02-03 23:01:00,Very Good,Satisfactory,Rewatched,103.2258065,7,1,0,3,1,0,11,1,0,3,1,0,6,night,afternoon,afternoon,night,afternoon,afternoon,afternoon,night,night,night,night,night
3.67 - 4.00,Male,0,2021-01-28 22:11:00,Poor (never watch it),0.0,2021-01-28 22:13:00,Poor (never watch it),0.0,2021-01-28 22:14:00,Poor (never watch it),0,2021-01-28 22:14:00,Poor (never watch it),Poor (never watch it),Didnt Watch,0.0,0,2021-01-28 22:29:00,Poor (never watch it),0.0,2021-01-28 22:36:00,Poor (never watch it),0.0,2021-01-28 22:30:00,Poor (never watch it),0.0,2021-01-28 22:30:00,Poor (never watch it),Poor (never watch it),Didnt Watch,0.0,0.0,2021-02-01 12:37:00,Poor (never watch it),0.0,2021-02-01 12:38:00,Poor (never watch it),0.0,2021-01-28 23:25:00,Poor (never watch it),5.0,2021-02-01 12:39:00,Poor (never watch it),Poor (never watch it),Didnt Watch,0.0,1,1,0,3,0,1,3,1,0,1,1,0,4,night,night,night,night,night,night,night,night,morning,morning,night,morning
