CGPA_Class,Gender,V1-1_(1),Time_Day_Watched_(V1-1),Student_Rating_(V1-1),V1-2_(1),Time_Day_Watched_(V1-2),Student_Rating_(V1-2),V1-3_(1),Time_Day_Watched_(V1-3),Student_Rating_(V1-3),V1-4_(1),Time_Day_Watched_(V1-4),Student_Rating_(V1-4),Overall_Rating_V1,Watch_Status_V1,V1_PercentWatched,V2-1_(2),Time_Day_Watched_(V2-1),Student_Rating_(V2-1),V2-2_(2),Time_Day_Watched_(V2-2),Student_Rating_(V2-2),V2-3_(2),Time_Day_Watched_(V2-3),Student_Rating_(V2-3),V2-4_(2),Time_Day_Watched_(V2-4),Student_Rating_(V2-4),Overall_Rating_V2,Watch_Status_V2,V2_PercentWatched,V3-1_(3),Time_Day_Watched_(V3-1),Student_Rating_(V3-1),V3-2_(3),Time_Day_Watched_(V3-2),Student_Rating_(V3-2),V3-3_(3),Time_Day_Watched_(V3-3),Student_Rating_(V3-3),V3-4_(3),Time_Day_Watched_(V3-4),Student_Rating_(V3-4),Overall_Rating_V3,Watch_Status_V3,V3_PercentWatched,A/R_Score,Active,Reflective,S/I_Score,Sensing,Intuitive,Vi/Vb_Score,Visual,Verbal,S/G_Score,Sequential,Global,Quiz,part_day_V1-1,part_day_V1-2,part_day_V1-3,part_day_V1-4,part_day_V2-1,part_day_V2-2,part_day_V2-3,part_day_V2-4,part_day_V3-1,part_day_V3-2,part_day_V3-3,part_day_V3-4
2.67 - 3.32,Female,13,2021-02-01 03:48:00,Satisfactory,50.0,2021-01-31 20:39:00,Excellent,22.0,2021-02-01 12:42:00,Very Good,5,2021-02-01 13:00:00,Satisfactory,Very Good,Rewatched,108.4337349,17,2021-02-02 00:25:00,Very Good,46.0,2021-02-02 02:17:00,Excellent,12.0,2021-02-02 01:21:00,Very Good,7.0,2021-02-02 01:32:00,Satisfactory,Very Good,Rewatched,122.3880597,23.0,2021-02-03 03:06:00,Satisfactory,4.0,2021-02-03 03:21:00,Satisfactory,13.0,2021-02-03 03:35:00,Satisfactory,5.0,2021-02-03 03:51:00,Satisfactory,Satisfactory,Rewatched,145.1612903,1,1,0,3,1,0,5,0,1,3,1,0,9,midnight,night,morning,afternoon,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight
3.33 - 3.66,Female,6,2021-02-03 22:15:00,Excellent,50.0,2021-02-03 23:09:00,Satisfactory,22.0,2021-02-03 01:30:00,Excellent,5,2021-02-03 01:13:00,Satisfactory,Very Good,Completed,100.0,13,2021-02-03 23:43:00,Satisfactory,32.0,2021-02-03 23:59:00,Satisfactory,12.0,2021-02-03 01:20:00,Excellent,7.0,2021-02-03 01:15:00,Satisfactory,Very Good,Half Watched,95.52238806,9.0,2021-02-03 23:45:00,Excellent,4.0,2021-02-03 01:24:00,Satisfactory,13.0,2021-02-03 01:22:00,Satisfactory,5.0,2021-02-03 01:14:00,Satisfactory,Very Good,Completed,100.0,5,0,1,9,1,0,7,1,0,5,1,0,10,night,night,midnight,midnight,night,night,midnight,midnight,night,midnight,midnight,midnight
3.33 - 3.66,Male,6,2021-02-03 18:06:00,Excellent,50.0,2021-02-02 23:12:00,Fair,22.0,2021-02-03 22:35:00,Satisfactory,5,2021-02-03 22:18:00,Fair,Satisfactory,Completed,100.0,13,2021-02-03 14:46:00,Satisfactory,35.0,2021-02-03 15:08:00,Fair,43.0,2021-02-03 23:45:00,Satisfactory,7.0,2021-02-03 12:43:00,Satisfactory,Satisfactory,Rewatched,146.2686567,9.0,2021-02-02 04:23:00,Excellent,4.0,2021-02-02 22:30:00,Excellent,13.0,2021-02-02 22:47:00,Satisfactory,5.0,2021-02-02 22:33:00,Satisfactory,Very Good,Completed,100.0,5,0,1,1,1,0,9,1,0,1,1,0,8,afternoon,night,night,night,afternoon,afternoon,night,morning,midnight,night,night,night
2.67 - 3.32,Male,6,2021-01-28 22:11:00,Excellent,50.0,2021-01-28 22:13:00,Very Good,22.0,2021-01-28 22:14:00,Very Good,5,2021-01-28 22:14:00,Satisfactory,Very Good,Completed,100.0,13,2021-01-28 22:29:00,Very Good,35.0,2021-01-28 22:36:00,Fair,12.0,2021-01-28 22:30:00,Very Good,7.0,2021-01-28 22:30:00,Fair,Satisfactory,Completed,100.0,9.0,2021-02-01 12:37:00,Very Good,4.0,2021-02-01 12:38:00,Satisfactory,13.0,2021-02-01 12:38:00,Very Good,5.0,2021-02-01 12:39:00,Satisfactory,Very Good,Completed,100.0,5,0,1,3,1,0,1,0,1,1,1,0,10,night,night,night,night,night,night,night,night,morning,morning,morning,morning
2.00 - 2.66,Male,6,2021-02-01 16:18:00,Excellent,50.0,2021-02-01 14:29:00,Very Good,22.0,2021-02-01 14:51:00,Very Good,5,2021-02-01 14:57:00,Satisfactory,Very Good,Completed,100.0,13,2021-02-01 17:39:00,Very Good,35.0,2021-02-01 16:56:00,Fair,12.0,2021-02-01 17:17:00,Very Good,12.0,2021-02-01 17:12:00,Fair,Satisfactory,Rewatched,107.4626866,12.0,2021-02-06 01:22:00,Very Good,4.0,2021-02-05 00:02:00,Satisfactory,13.0,2021-02-04 15:56:00,Very Good,5.0,2021-02-06 00:05:00,Satisfactory,Very Good,Rewatched,109.6774194,3,0,1,7,1,0,5,1,0,3,0,1,9,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,midnight,midnight,afternoon,midnight
2.67 - 3.32,Male,7,2021-09-03 11:47:00,Excellent,50.0,2021-09-03 12:29:00,Excellent,22.0,2021-09-03 12:05:00,Excellent,5,2021-09-03 11:21:00,Excellent,Excellent,Rewatched,101.2048193,13,2021-09-08 10:46:00,Excellent,35.0,2021-09-06 01:33:00,Excellent,12.0,2021-09-03 11:27:00,Excellent,7.0,2021-09-08 10:29:00,Excellent,Excellent,Completed,100.0,18.0,2021-09-08 12:43:00,Excellent,4.0,2021-09-08 10:31:00,Excellent,13.0,2021-09-06 00:48:00,Excellent,5.0,2021-09-08 12:42:00,Excellent,Excellent,Rewatched,129.0322581,7,0,1,9,0,1,1,0,1,3,0,1,4,morning,morning,morning,morning,morning,midnight,morning,morning,morning,morning,midnight,morning
2.67 - 3.32,Male,6,2021-09-08 07:33:00,Very Good,50.0,2021-09-08 08:18:00,Very Good,22.0,2021-09-08 07:48:00,Very Good,5,2021-09-08 07:31:00,Very Good,Very Good,Completed,100.0,13,2021-09-08 07:47:00,Very Good,35.0,2021-09-08 08:05:00,Very Good,12.0,2021-09-08 07:37:00,Very Good,7.0,2021-09-08 07:36:00,Very Good,Very Good,Completed,100.0,9.0,2021-09-08 07:51:00,Very Good,4.0,2021-09-08 07:37:00,Very Good,13.0,2021-09-08 07:50:00,Very Good,5.0,2021-09-08 07:43:00,Very Good,Very Good,Completed,100.0,5,1,0,7,0,1,9,1,0,7,1,0,6,morning,morning,morning,morning,morning,morning,morning,morning,morning,morning,morning,morning
2.67 - 3.32,Female,6,2021-09-07 17:15:00,Very Good,60.0,2021-09-07 18:22:00,Very Good,22.0,2021-09-08 08:28:00,Very Good,0,2021-01-28 22:14:00,Poor (never watch it),Satisfactory,Rewatched,106.0240964,17,2021-09-08 08:51:00,Very Good,35.0,2021-09-08 09:29:00,Excellent,12.0,2021-09-08 10:01:00,Excellent,0.0,2021-01-28 22:30:00,Poor (never watch it),Very Good,Half Watched,95.52238806,10.0,2021-09-08 09:43:00,Excellent,4.0,2021-09-08 09:48:00,Excellent,0.0,2021-01-28 23:25:00,Poor (never watch it),0.0,2021-02-01 12:39:00,Poor (never watch it),Satisfactory,Didnt Watch,45.16129032,1,1,0,5,1,0,1,1,0,3,1,0,8,afternoon,afternoon,morning,night,morning,morning,morning,night,morning,morning,night,morning
2.67 - 3.32,Male,7,2021-09-08 02:08:00,Excellent,15.0,2021-09-08 02:26:00,Excellent,22.0,2021-09-08 02:59:00,Very Good,5,2021-09-08 03:04:00,Excellent,Excellent,Half Watched,59.03614458,13,2021-09-08 08:54:00,Excellent,35.0,2021-09-08 04:05:00,Excellent,12.0,2021-09-08 03:19:00,Excellent,7.0,2021-09-08 03:26:00,Excellent,Excellent,Completed,100.0,0.0,2021-02-01 12:37:00,Poor (never watch it),4.0,2021-09-08 08:59:00,Excellent,13.0,2021-09-08 09:14:00,Very Good,5.0,2021-09-08 09:45:00,Excellent,Very Good,Half Watched,70.96774194,1,1,0,1,1,0,7,1,0,5,1,0,5,midnight,midnight,midnight,midnight,morning,midnight,midnight,midnight,morning,morning,morning,morning
2.67 - 3.32,Male,2,2021-09-07 17:31:00,Satisfactory,5.0,2021-09-07 17:33:00,Satisfactory,22.0,2021-09-07 17:32:00,Satisfactory,1,2021-09-07 17:31:00,Satisfactory,Satisfactory,Didnt Watch,36.14457831,1,2021-09-07 17:36:00,Fair,7.0,2021-09-07 17:36:00,Fair,1.0,2021-09-07 17:33:00,Fair,0.41,2021-09-07 17:33:00,Fair,Fair,Didnt Watch,14.04477612,2.0,2021-09-07 17:38:00,Very Good,0.23,2021-09-07 17:39:00,Very Good,1.0,2021-09-07 17:39:00,Excellent,0.59,2021-09-07 17:38:00,Fair,Very Good,Didnt Watch,12.32258065,1,1,0,5,1,0,7,1,0,3,0,1,6,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
3.33 - 3.66,Male,6,2021-09-06 03:46:00,Satisfactory,50.0,2021-09-06 06:37:00,Fair,22.0,2021-09-06 04:11:00,Fair,5,2021-09-06 04:16:00,Fair,Fair,Completed,100.0,13,2021-09-06 04:34:00,Satisfactory,35.0,2021-09-07 00:50:00,Fair,12.0,2021-09-06 04:47:00,Satisfactory,7.0,2021-09-06 04:59:00,Fair,Fair,Completed,100.0,10.0,2021-09-07 17:23:00,Satisfactory,4.0,2021-09-06 05:11:00,Satisfactory,13.0,2021-09-06 05:31:00,Fair,5.0,2021-09-06 05:17:00,Fair,Fair,Rewatched,103.2258065,1,1,0,5,1,0,1,1,0,5,1,0,9,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,afternoon,midnight,midnight,midnight
2.67 - 3.32,Male,7,2021-09-02 18:46:00,Excellent,50.0,2021-09-02 19:39:00,Excellent,22.0,2021-09-02 20:02:00,Excellent,5,2021-09-02 20:07:00,Excellent,Excellent,Rewatched,101.2048193,13,2021-09-02 21:25:00,Excellent,35.0,2021-09-02 21:07:00,Excellent,12.0,2021-09-02 20:20:00,Excellent,7.0,2021-09-02 20:31:00,Excellent,Excellent,Completed,100.0,9.0,2021-09-02 22:05:00,Excellent,4.0,2021-09-02 21:31:00,Excellent,13.0,2021-09-02 21:46:00,Excellent,5.0,2021-09-02 21:52:00,Excellent,Excellent,Completed,100.0,3,1,0,3,1,0,3,1,0,1,1,0,4,afternoon,night,night,night,night,night,night,night,night,night,night,night
2.00 - 2.66,Male,6,2021-09-03 10:20:00,Excellent,50.0,2021-09-03 10:58:00,Fair,22.0,2021-09-03 10:23:00,Very Good,5,2021-09-03 10:06:00,Very Good,Very Good,Completed,100.0,13,2021-09-03 10:43:00,Excellent,35.0,2021-09-03 10:45:00,Fair,12.0,2021-09-03 10:13:00,Very Good,7.0,2021-09-03 10:08:00,Very Good,Very Good,Completed,100.0,9.0,2021-09-03 10:29:00,Excellent,4.0,2021-09-03 10:04:00,Very Good,13.0,2021-09-03 10:14:00,Excellent,5.0,2021-09-03 10:05:00,Very Good,Very Good,Completed,100.0,1,1,0,7,1,0,3,1,0,1,0,1,8,morning,morning,morning,morning,morning,morning,morning,morning,morning,morning,morning,morning
2.67 - 3.32,Male,7,2021-09-03 18:09:00,Excellent,50.0,2021-09-03 18:55:00,Satisfactory,22.0,2021-09-03 18:25:00,Very Good,5,2021-09-03 18:08:00,Satisfactory,Very Good,Rewatched,101.2048193,13,2021-09-03 18:34:00,Satisfactory,35.0,2021-09-03 18:45:00,Fair,12.0,2021-09-03 18:22:00,Very Good,7.0,2021-09-03 18:17:00,Very Good,Satisfactory,Completed,100.0,9.0,2021-09-03 18:15:00,Excellent,4.0,2021-09-03 18:08:00,Excellent,13.0,2021-09-03 18:17:00,Very Good,5.0,2021-09-03 18:08:00,Very Good,Very Good,Completed,100.0,3,0,1,5,1,0,3,1,0,3,0,1,8,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
3.33 - 3.66,Male,6,2021-09-07 16:07:00,Very Good,50.0,2021-09-07 17:19:00,Excellent,22.0,2021-09-07 16:25:00,Satisfactory,5,2021-09-07 16:00:00,Excellent,Very Good,Completed,100.0,13,2021-09-07 16:28:00,Satisfactory,35.0,2021-09-07 17:17:00,Very Good,12.0,2021-09-07 16:13:00,Satisfactory,7.0,2021-09-07 16:21:00,Very Good,Very Good,Completed,100.0,10.0,2021-09-07 16:41:00,Very Good,4.0,2021-09-07 16:32:00,Very Good,13.0,2021-09-07 16:43:00,Very Good,5.0,2021-09-07 16:34:00,Very Good,Very Good,Rewatched,103.2258065,5,0,1,5,1,0,5,1,0,1,0,1,9,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
3.33 - 3.66,Male,6,2021-09-07 12:48:00,Very Good,50.0,2021-09-07 13:28:00,Satisfactory,22.0,2021-09-07 12:57:00,Fair,5,2021-09-07 12:40:00,Fair,Satisfactory,Completed,100.0,13,2021-09-07 13:48:00,Satisfactory,35.0,2021-09-07 13:38:00,Fair,12.0,2021-09-07 13:15:00,Fair,7.0,2021-09-07 13:44:00,Fair,Fair,Completed,100.0,18.0,2021-09-07 13:53:00,Very Good,4.0,2021-09-07 13:43:00,Very Good,13.0,2021-09-07 13:59:00,Satisfactory,5.0,2021-09-07 13:51:00,Satisfactory,Very Good,Rewatched,129.0322581,5,1,0,9,1,0,5,1,0,5,1,0,8,morning,afternoon,morning,morning,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
2.67 - 3.32,Male,0,2021-01-28 22:11:00,Very Good,0.0,2021-01-28 22:13:00,Poor (never watch it),0.0,2021-01-28 22:14:00,Satisfactory,0,2021-01-28 22:14:00,Satisfactory,Satisfactory,Didnt Watch,0.0,0,2021-01-28 22:29:00,Satisfactory,0.0,2021-01-28 22:36:00,Poor (never watch it),0.0,2021-01-28 22:30:00,Poor (never watch it),0.0,2021-01-28 22:30:00,Poor (never watch it),Fair,Didnt Watch,0.0,0.0,2021-02-01 12:37:00,Poor (never watch it),0.0,2021-02-01 12:38:00,Satisfactory,0.0,2021-01-28 23:25:00,Satisfactory,0.0,2021-02-01 12:39:00,Poor (never watch it),Fair,Didnt Watch,0.0,1,1,0,3,1,0,11,1,0,3,1,0,8,night,night,night,night,night,night,night,night,morning,morning,night,morning
2.67 - 3.32,Male,6,2021-09-07 20:30:00,Very Good,50.0,2021-09-07 21:10:00,Fair,22.0,2021-09-07 20:08:00,Satisfactory,5,2021-09-07 19:51:00,Very Good,Satisfactory,Completed,100.0,13,2021-09-07 20:26:00,Satisfactory,35.0,2021-09-07 20:21:00,Fair,12.0,2021-09-07 19:58:00,Satisfactory,7.0,2021-09-07 19:53:00,Satisfactory,Satisfactory,Completed,100.0,9.0,2021-09-07 20:30:00,Very Good,4.0,2021-09-07 19:50:00,Excellent,13.0,2021-09-07 20:00:00,Satisfactory,5.0,2021-09-07 19:51:00,Satisfactory,Very Good,Completed,100.0,1,1,0,5,1,0,7,1,0,1,0,1,8,night,night,night,night,night,night,night,night,night,night,night,night
3.33 - 3.66,Male,6,2021-09-07 01:01:00,Very Good,50.0,2021-09-07 01:47:00,Fair,22.0,2021-09-07 01:18:00,Very Good,5,2021-09-07 01:00:00,Very Good,Very Good,Completed,100.0,13,2021-09-07 01:28:00,Satisfactory,35.0,2021-09-07 01:39:00,Fair,12.0,2021-09-07 01:32:00,Very Good,7.0,2021-09-07 01:27:00,Very Good,Satisfactory,Completed,100.0,9.0,2021-09-07 01:52:00,Very Good,4.0,2021-09-07 01:37:00,Very Good,13.0,2021-09-07 01:47:00,Very Good,5.0,2021-09-07 01:38:00,Satisfactory,Very Good,Completed,100.0,1,1,0,1,1,0,5,1,0,3,0,1,10,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight
3.33 - 3.66,Male,6,2021-09-07 15:21:00,Very Good,50.0,2021-09-07 16:04:00,Very Good,22.0,2021-09-05 15:43:00,Very Good,5,2021-09-05 15:15:00,Satisfactory,Very Good,Completed,100.0,13,2021-09-07 15:37:00,Very Good,35.0,2021-09-05 16:18:00,Very Good,12.0,2021-09-06 17:08:00,Very Good,7.0,2021-09-05 16:37:00,Very Good,Very Good,Completed,100.0,9.0,2021-09-07 15:56:00,Very Good,4.0,2021-09-05 20:24:00,Very Good,13.0,2021-09-07 15:43:00,Satisfactory,5.0,2021-09-06 16:17:00,Very Good,Very Good,Completed,100.0,3,0,1,1,1,0,5,1,0,1,0,1,9,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,night,afternoon,afternoon
3.33 - 3.66,Male,6,2021-09-07 15:42:00,Very Good,50.0,2021-09-07 16:26:00,Satisfactory,22.0,2021-09-07 15:53:00,Satisfactory,5,2021-09-07 15:35:00,Very Good,Very Good,Completed,100.0,13,2021-09-07 15:55:00,Satisfactory,35.0,2021-09-07 16:21:00,Very Good,12.0,2021-09-07 16:12:00,Satisfactory,7.0,2021-09-07 16:07:00,Very Good,Very Good,Completed,100.0,9.0,2021-09-07 16:33:00,Very Good,4.0,2021-09-07 16:22:00,Satisfactory,13.0,2021-09-07 16:38:00,Satisfactory,5.0,2021-09-07 16:29:00,Satisfactory,Satisfactory,Completed,100.0,5,0,1,5,1,0,5,1,0,1,0,1,9,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
2.67 - 3.32,Male,6,2021-09-08 02:54:00,Excellent,50.0,2021-09-08 03:36:00,Satisfactory,22.0,2021-09-08 03:05:00,Very Good,5,2021-09-08 02:48:00,Very Good,Very Good,Completed,100.0,13,2021-09-08 03:03:00,Very Good,35.0,2021-09-08 03:18:00,Satisfactory,12.0,2021-09-08 02:55:00,Very Good,7.0,2021-09-08 02:59:00,Very Good,Very Good,Completed,100.0,9.0,2021-09-08 02:55:00,Very Good,4.0,2021-09-08 02:46:00,Very Good,13.0,2021-09-08 02:55:00,Very Good,5.0,2021-09-08 02:47:00,Very Good,Very Good,Completed,100.0,3,1,0,3,1,0,9,1,0,3,1,0,9,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight,midnight
3.67 - 4.00,Male,7,2021-09-04 16:16:00,Very Good,50.0,2021-09-04 12:14:00,Satisfactory,22.0,2021-09-04 12:37:00,Very Good,5,2021-09-04 14:25:00,Excellent,Very Good,Rewatched,101.2048193,13,2021-09-04 16:33:00,Very Good,35.0,2021-09-04 15:01:00,Satisfactory,12.0,2021-09-04 15:13:00,Very Good,7.0,2021-09-04 15:25:00,Excellent,Very Good,Completed,100.0,9.0,2021-09-04 16:54:00,Very Good,4.0,2021-09-04 15:31:00,Very Good,13.0,2021-09-04 15:59:00,Satisfactory,5.0,2021-09-04 16:07:00,Very Good,Very Good,Completed,100.0,11,1,0,3,1,0,9,1,0,5,1,0,10,afternoon,morning,morning,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
3.33 - 3.66,Male,6,2021-09-03 16:46:00,Very Good,50.0,2021-09-04 03:02:00,Fair,22.0,2021-09-05 14:06:00,Satisfactory,5,2021-09-03 16:47:00,Fair,Satisfactory,Completed,100.0,13,2021-09-05 21:48:00,Satisfactory,35.0,2021-09-05 02:48:00,Fair,15.0,2021-09-03 17:08:00,Very Good,7.0,2021-09-03 16:54:00,Satisfactory,Satisfactory,Rewatched,104.4776119,9.0,2021-09-03 22:12:00,Satisfactory,4.0,2021-09-03 21:28:00,Satisfactory,13.0,2021-09-04 02:03:00,Satisfactory,5.0,2021-09-03 23:13:00,Very Good,Satisfactory,Completed,100.0,7,1,0,1,0,1,9,1,0,3,1,0,8,afternoon,midnight,afternoon,afternoon,night,midnight,afternoon,afternoon,night,night,midnight,night
2.67 - 3.32,Male,6,2021-09-02 20:02:00,Very Good,50.0,2021-09-02 20:46:00,Very Good,22.0,2021-09-02 21:20:00,Very Good,5,2021-09-02 20:09:00,Very Good,Very Good,Completed,100.0,13,2021-09-02 21:57:00,Satisfactory,35.0,2021-09-02 22:05:00,Very Good,12.0,2021-09-02 20:21:00,Satisfactory,7.0,2021-09-02 20:44:00,Satisfactory,Satisfactory,Completed,100.0,9.0,2021-09-02 21:24:00,Very Good,4.0,2021-09-02 20:51:00,Very Good,13.0,2021-09-02 21:39:00,Very Good,5.0,2021-09-02 20:58:00,Very Good,Very Good,Completed,100.0,5,0,1,5,1,0,11,1,0,1,1,0,7,night,night,night,night,night,night,night,night,night,night,night,night
2.67 - 3.32,Male,6,2021-09-04 15:25:00,Satisfactory,0.0,2021-01-28 22:13:00,Poor (never watch it),29.0,2021-09-04 15:40:00,Satisfactory,11,2021-09-04 15:17:00,Satisfactory,Fair,Half Watched,55.42168675,13,2021-09-04 16:07:00,Satisfactory,0.0,2021-01-28 22:36:00,Poor (never watch it),12.0,2021-09-04 15:40:00,Very Good,7.0,2021-09-04 15:58:00,Satisfactory,Satisfactory,Didnt Watch,47.76119403,9.0,2021-09-04 16:19:00,Satisfactory,4.0,2021-09-04 16:12:00,Satisfactory,13.0,2021-09-04 16:36:00,Satisfactory,5.0,2021-09-04 16:26:00,Satisfactory,Satisfactory,Completed,100.0,5,0,1,1,0,1,3,1,0,1,0,1,6,afternoon,night,afternoon,afternoon,afternoon,night,afternoon,afternoon,afternoon,afternoon,afternoon,afternoon
3.33 - 3.66,Male,6,2021-09-06 22:15:00,Excellent,50.0,2021-09-07 15:29:00,Satisfactory,22.0,2021-09-07 19:50:00,Very Good,5,2021-09-07 20:34:00,Very Good,Very Good,Completed,100.0,13,2021-09-07 23:37:00,Very Good,35.0,2021-09-03 18:15:00,Satisfactory,12.0,2021-09-07 23:28:00,Very Good,7.0,2021-09-07 23:19:00,Excellent,Very Good,Completed,100.0,22.0,2021-09-08 13:59:00,Excellent,4.0,2021-09-07 15:12:00,Excellent,13.0,2021-09-07 19:35:00,Very Good,5.0,2021-09-04 17:30:00,Excellent,Excellent,Rewatched,141.9354839,5,0,1,7,1,0,1,0,1,1,0,1,9,night,afternoon,night,night,night,afternoon,night,night,afternoon,afternoon,night,afternoon
2.67 - 3.32,Male,6,2021-09-08 09:34:00,Very Good,30.0,2021-09-08 09:55:00,Satisfactory,22.0,2021-09-04 14:56:00,Satisfactory,5,2021-09-04 15:13:00,Satisfactory,Satisfactory,Half Watched,75.90361446,13,2021-09-08 09:40:00,Satisfactory,35.0,2021-09-04 16:39:00,Satisfactory,12.0,2021-09-04 18:26:00,Very Good,7.0,2021-09-04 15:21:00,Satisfactory,Satisfactory,Completed,100.0,9.0,2021-09-08 09:37:00,Very Good,4.0,2021-09-04 15:32:00,Satisfactory,13.0,2021-09-04 15:56:00,Satisfactory,8.0,2021-09-04 16:42:00,Satisfactory,Satisfactory,Rewatched,109.6774194,3,1,0,9,1,0,11,1,0,1,1,0,9,morning,morning,afternoon,afternoon,morning,afternoon,afternoon,afternoon,morning,afternoon,afternoon,afternoon
